CE_ID,CE_Name,Rarity,CE_Summon
1653,Heroic Spirit Dream Portrait: Sima Yi,4-Star,Heroic_Spirit
1654,Heroic Spirit Dream Portrait: Billy the Kid,4-Star,Heroic_Spirit
1655,Heroic Spirit Dream Portrait: Shinmen Musashi no Kami Fujiwara no Harunobu,4-Star,Heroic_Spirit
1656,Heroic Spirit Dream Portrait: Arash,4-Star,Heroic_Spirit
1657,Heroic Spirit Dream Portrait: Merlin,4-Star,Heroic_Spirit
1658,Heroic Spirit Dream Portrait: Sait? Hajime,4-Star,Heroic_Spirit
1659,Heroic Spirit Dream Portrait: Space Ishtar,4-Star,Heroic_Spirit
1660,Heroic Spirit Dream Portrait: Okada Iz?,4-Star,Heroic_Spirit
1661,Heroic Spirit Dream Portrait: Siegfried,4-Star,Heroic_Spirit
1662,Heroic Spirit Dream Portrait: Okita S?ji,4-Star,Heroic_Spirit
1663,Heroic Spirit Dream Portrait: Mochizuki Chiyome,4-Star,Heroic_Spirit
1664,Crucible of Bloody Tears,4-Star,ETC
1665,Atelier of Scarlet Medulla,4-Star,ETC
1666,A',5-Star,Limited
1667,Inspire,4-Star,Limited
1668,Re-Travel,3-Star,Limited
1669,Celestial King,5-Star,Non-Limited
1670,The Hunter's Dream,4-Star,Non-Limited
1671,Moon Margaret,4-Star,MaxBond
1672,No Time to Die,4-Star,MaxBond
1673,Twin Tail,5-Star,Limited
1674,Cruising Date,4-Star,Limited
1675,Jiangshi Attack,3-Star,Limited
1676,Infinity Blue,5-Star,Limited
1677,Upcoming Anglers,4-Star,Limited
1678,Hello! Arctic,3-Star,Limited
1679,Ice Warrior,5-Star,Event
1680,Fist of Hail,5-Star,Event
1681,"The Pure White I Saw, in That Summer",4-Star,MaxBond
1682,Red Sword,4-Star,MaxBond
1683,Summer Power Pomp Poms,4-Star,MaxBond
1684,Erice-land Official Plushies,4-Star,MaxBond
1685,The Silent Tears of Enchromia,4-Star,MaxBond
1686,Taoist Empress' Summer Vacation,4-Star,MaxBond
1687,The Last Weapon,4-Star,MaxBond
1688,SAM66,4-Star,MaxBond
1689,Warmaidens' Provisions,4-Star,MaxBond
1690,TYPE LUMINA,4-Star,Misc
1691,Rising Mud Rain,5-Star,Non-Limited
1692,Menkyo Kaiden,4-Star,Non-Limited
1693,Before the Daybreak,5-Star,Misc
1694,Chain-Sealed Jail of the Foolish King,4-Star,ETC
1695,Palisade Garden of Lamentation,4-Star,ETC
1696,Resentment From the Underworld,5-Star,Limited
1697,It's Not Here,4-Star,Limited
1698,Result of the Soil,3-Star,Limited
1699,Welcoming a Journey,5-Star,Event
1700,Craft Essence EXP Card: Tea Ceremony Teacher,4-Star,Misc
1701,Craft Essence EXP Card: Iyo the Junior!,3-Star,Misc
1702,"Like Water, Like Flowers",4-Star,MaxBond
1703,Forward,4-Star,MaxBond
1704,The Black Magatama,4-Star,MaxBond
1705,Buds of Yggdrasil,4-Star,ETC
1706,Stone Mausoleum of Deadly Venom,4-Star,ETC
1707,Spare the Idle Talk,5-Star,Limited
1708,Lake Shore Heavenly Nymphs,4-Star,Limited
1709,Hoeing with Sword,3-Star,Limited
1710,Dancing on Lotus Blossom,5-Star,Event
1711,Tiger-Hunting Ascetics,5-Star,Event
1712,Flowing Pool of Wine,5-Star,Event
1713,Heavenly Realm Ritual Service,4-Star,MaxBond
1714,Golden-Eyed Divine Warbler,4-Star,MaxBond
1715,Nine-Section Staff Shi Jin-Kun,4-Star,MaxBond
1716,Nest of Fierce Dragons,4-Star,ETC
1717,Greatsword of Meritorious Service,4-Star,ETC
1718,Apex,5-Star,Limited
1719,Road to Star,4-Star,Event
1720,Muscle Bullet,3-Star,Event
1721,Count Stretch,5-Star,Event
1722,Commentator of Flowers,5-Star,Event
1723,Scarlet Dress,4-Star,MaxBond
1724,Pseudo-Deity Statue of a Foreign Cult,4-Star,ETC
1725,Mark of the Heavenly Meteor,4-Star,ETC
1726,Dream Closet,5-Star,Misc
1727,Pure-Hearted Escutcheon,4-Star,Misc
1728,Eternal Vengeance,4-Star,Misc
1729,Flawless Warrior,4-Star,Misc
1730,Shining Rose Bouquet,4-Star,Misc
1731,Moon Fragment,4-Star,Misc
1732,Winter Party,4-Star,Misc
1733,Snake-Protected Treasury,4-Star,ETC
1734,Strenuous Charge of Gunpowder,4-Star,ETC
1735,The Sacred Snow That Can Bloom,5-Star,Limited
1736,First Sale,4-Star,Limited
1737,Curse of the Rabbitfolk,3-Star,Misc
1738,Love It,4-Star,Event
1739,Craft Essence EXP Card: The Rabbit that Only I Can See,4-Star,Misc
1740,Undefeatable One,4-Star,MaxBond
1741,At Least Get Some Rest During New Year,4-Star,Misc
1742,Ammit,4-Star,MaxBond
1743,Soul-Festered Mansion,4-Star,ETC
1744,Forest of Emergence,5-Star,Non-Limited
1745,Enforcer's Last Supper,4-Star,Non-Limited
1746,Ehre-Gandr,4-Star,Non-Limited
1747,I Only Believe in the God I Worship,3-Star,Non-Limited
1748,On that Night From a Long Time Ago,4-Star,ETC
1749,Mask of Warriors,4-Star,MaxBond
1750,Aztlán My Home,4-Star,MaxBond
1751,My First Gift,4-Star,MaxBond
1752,Winds of Spring,5-Star,Limited
1753,Love Delusion,4-Star,Limited
1754,Sleeping Eliza,3-Star,Limited
1755,The Cute Girl Seated Behind Me,5-Star,Event
1756,"My Thoughts, My Records",4-Star,MaxBond
1757,Lotus Seed Chè & Choco That Wasn't Supposed to be Given,4-Star,Event
1758,Let's Bask in the Sun Together,4-Star,Event
1759,Super Bunyan Meal,4-Star,Event
1760,Gift from Daikokuten (Digestive Medicine),4-Star,Event
1761,Handmade Ichthyo-Choco,4-Star,Event
1762,Emperor's Surcoat+,4-Star,Event
1763,Something that Happened Instantly,4-Star,Event
1764,What a Knight Ought to be,4-Star,Event
1765,Sincere Chocolate (with Sermon Attached),4-Star,Event
1766,Your Scholarship Certification,4-Star,Event
1767,Windmill Choco and Appendices of Don Quixote,4-Star,Event
1768,Stylish Deep Crimson? Necktie,4-Star,Event
1769,Water Manj? of Eight Virtues,4-Star,Event
1770,Mini Tametomo with Smartphone-Transformation Feature,4-Star,Event
1771,Half-Moon Half-Earth,4-Star,Event
1772,Still in Joint Production!,4-Star,Event
1773,Sweet Bouquet Avalon,4-Star,Event
1774,Icy-Cold Sports Drink,4-Star,Event
1775,Junmai Daiginj? Ibuki,4-Star,Event
1776,Planetary Donuts,4-Star,Event
1777,Blue Luluhawa-Flavoured Shaved Ice,4-Star,Event
1778,Jiangshi-Beneficial Choco-Mochi,4-Star,Event
1779,Choco Bullet,4-Star,Event
1780,Choco Pineapple,4-Star,Event
1781,Choco Missile,4-Star,Event
1782,Like a Wild Flower,4-Star,Event
1783,Brush and Inkstone,4-Star,Event
1784,Acorn Choco,4-Star,Event
1785,Chocolate with Whisper-Voice,4-Star,Event
1786,Mantle of the Huang Clan,4-Star,Event
1787,Crayon Choco and Doodle,4-Star,Event
1788,Chocolat Faerie Kingdom,4-Star,Event
1789,Beginning of Time,4-Star,Event
1790,I Wonder What This Is?,4-Star,Event
1791,One Glassful of Paradise,4-Star,Event
1792,Hummingbird for a Secret Chamber,4-Star,Event
1793,Orbit Radiance Thing,4-Star,Event
1794,Shining Johanna Choco,4-Star,Event
1795,Chaldea Petit Four,4-Star,Event
1796,Cradle of Infants,4-Star,ETC
1797,Man of Chaldea,5-Star,Misc
1798,Three In The Black,5-Star,Limited
1799,Eternal Roma,5-Star,Limited
1800,Proof and Rebuttal,4-Star,Limited
1801,Professor's Lunchtime,4-Star,Limited
1802,Brilliant Springtime,4-Star,Limited
1803,For Your Letters,3-Star,Limited
1804,All The Way Bang,3-Star,Limited
1805,Withered with an Interesting Evening Discussion,3-Star,Limited
1806,Illuminating the Veil of Darkness,3-Star,Limited
1807,After Waking Up Late in the Morning,4-Star,MaxBond
1808,Bloom in Spring,4-Star,Event
1809,Great Mother,5-Star,Limited
1810,Mushrooming,4-Star,Limited
1811,Service Games,3-Star,Limited
1812,U FOU Catcher,4-Star,Event
1813,Chaldea Fighter,4-Star,Event
1814,Opera in Arcade,4-Star,Event
1815,Run Alter Run!,4-Star,Event
1816,Recurrence,4-Star,MaxBond
1817,Song of the Cradle,5-Star,Event
1818,Aestus Estus: Terminus Fire,4-Star,MaxBond
1819,Food Offering for the Gods,4-Star,MaxBond
1820,Growling Puppy,4-Star,MaxBond
1821,Princess of Fine Clothes,5-Star,Limited
1822,Shamanic Eight-Stones Leap,4-Star,Limited
1823,Gimmick Master,3-Star,Limited
1824,Manor of Repose,5-Star,Event
1825,Winner's Eye,5-Star,Event
1826,Inspiration When I Close My Eyes,4-Star,MaxBond
1827,Talisman of Razing Disaster,4-Star,Misc
1828,Twilight Meditation,5-Star,Misc
1829,Elevator of Penitence,5-Star,Non-Limited
1830,Labyrinth of the Last Flowers in Bloom,5-Star,Non-Limited
1831,Dreams of the Crimson Illegitimate Daughter,4-Star,Non-Limited
1832,It's Only A Paper Moon,4-Star,Non-Limited
1833,Pandavas' Cleaver,4-Star,MaxBond
1834,Shakuni's Dice,4-Star,MaxBond
1835,Valiant Divine Beast,4-Star,MaxBond
1836,Spirit Tree's Perennial Root,4-Star,Misc
1837,strange Fake,4-Star,Event
1838,Sweat Blood,5-Star,Limited
1839,Flower of the Sun,4-Star,Limited
1840,Be Shelved,3-Star,Limited
1841,Artisanal Soul,5-Star,Event
1842,Monstrous Golden Blade,4-Star,MaxBond
1843,Heroic Spirit Event Attire: Achilles,4-Star,Heroic_Spirit
1844,Heroic Spirit Event Attire: Ashiya D?man,4-Star,Heroic_Spirit
1845,Heroic Spirit Event Attire: Asclepius,4-Star,Heroic_Spirit
1846,Heroic Spirit Event Attire: Abigail Williams,4-Star,Heroic_Spirit
1847,Heroic Spirit Event Attire: Ibuki D?ji,4-Star,Heroic_Spirit
1848,Heroic Spirit Event Attire: Ereshkigal,4-Star,Heroic_Spirit
1849,Heroic Spirit Event Attire: Okada Iz?,4-Star,Heroic_Spirit
1850,Heroic Spirit Event Attire: Popess Johanna,4-Star,Heroic_Spirit
1851,Heroic Spirit Event Attire: Kama,4-Star,Heroic_Spirit
1852,Heroic Spirit Event Attire: Circe,4-Star,Heroic_Spirit
1853,Heroic Spirit Event Attire: Cú Chulainn,4-Star,Heroic_Spirit
1854,Heroic Spirit Event Attire: Kukulkan,4-Star,Heroic_Spirit
1855,Heroic Spirit Event Attire: Gray,4-Star,Heroic_Spirit
1856,Heroic Spirit Event Attire: Constantine XI,4-Star,Heroic_Spirit
1857,Heroic Spirit Event Attire: Sait? Hajime,4-Star,Heroic_Spirit
1858,Heroic Spirit Event Attire: Sakamoto Ry?ma,4-Star,Heroic_Spirit
1859,Heroic Spirit Event Attire: Salome,4-Star,Heroic_Spirit
1860,Heroic Spirit Event Attire: Shi Huang Di,4-Star,Heroic_Spirit
1861,Heroic Spirit Event Attire: Charlemagne,4-Star,Heroic_Spirit
1862,Heroic Spirit Event Attire: Jeanne d'Arc,4-Star,Heroic_Spirit
1863,Heroic Spirit Event Attire: Xu Fu,4-Star,Heroic_Spirit
1864,Heroic Spirit Event Attire: Scáthach,4-Star,Heroic_Spirit
1865,Heroic Spirit Event Attire: Sei Sh?nagon,4-Star,Heroic_Spirit
1866,Heroic Spirit Event Attire: Sétanta,4-Star,Heroic_Spirit
1867,Heroic Spirit Event Attire: Taigong Wang,4-Star,Heroic_Spirit
1868,Heroic Spirit Event Attire: Taisui Xingjun,4-Star,Heroic_Spirit
1869,Heroic Spirit Event Attire: Taira no Kagekiyo,4-Star,Heroic_Spirit
1870,Heroic Spirit Event Attire: Takasugi Shinsaku,4-Star,Heroic_Spirit
1871,Heroic Spirit Event Attire: Tiamat,4-Star,Heroic_Spirit
1872,Heroic Spirit Event Attire: Tenochtitlan,4-Star,Heroic_Spirit
1873,Heroic Spirit Event Attire: Tomoe Gozen,4-Star,Heroic_Spirit
1874,Heroic Spirit Event Attire: Draco,4-Star,Heroic_Spirit
1875,Heroic Spirit Event Attire: Nezha,4-Star,Heroic_Spirit
1876,Heroic Spirit Event Attire: Nitocris,4-Star,Heroic_Spirit
1877,Heroic Spirit Event Attire: Bhima,4-Star,Heroic_Spirit
1878,Heroic Spirit Event Attire: Frankenstein,4-Star,Heroic_Spirit
1879,Heroic Spirit Event Attire: Beni-Enma,4-Star,Heroic_Spirit
1880,Heroic Spirit Event Attire: Manannán mac Lir,4-Star,Heroic_Spirit
1881,Heroic Spirit Event Attire: Mordred,4-Star,Heroic_Spirit
1882,Heroic Spirit Event Attire: Yamanami Keisuke,4-Star,Heroic_Spirit
1883,Heroic Spirit Event Attire: Yang Guifei,4-Star,Heroic_Spirit
1884,Heroic Spirit Event Attire: Lanling Wang,4-Star,Heroic_Spirit
1885,Heroic Spirit Event Attire: Lady Avalon,4-Star,Heroic_Spirit
1886,Heroic Spirit Event Attire: Locusta,4-Star,Heroic_Spirit
1887,The Celebration Party Never Stops,4-Star,Event
1888,Chasmatis,5-Star,Limited
1889,Before Party,4-Star,Limited
1890,In a Corner of the Light,3-Star,Limited
1891,Sheep of Orleans,5-Star,Non-Limited
1892,Eight-Forged Bloodline,4-Star,Non-Limited
1893,One Summer Castle,4-Star,MaxBond
1894,Hold Me Tight for Each Rice that Comes By,4-Star,Event
1895,Dazzling Moon,5-Star,Limited
1896,Cactus City,4-Star,Limited
1897,Over the Rough Waves,3-Star,Limited
1898,Summer Break,5-Star,Limited
1899,Rounds' Beach,4-Star,Limited
1900,In Sickness and In Health,3-Star,Limited
1901,As Thin as a Narrow Strait,5-Star,Event
1902,The Ephemeral Ones,5-Star,Event
1903,2023 Year's......,4-Star,MaxBond
1904,Racing Through the Summer,4-Star,MaxBond
1905,"Treat me as a Friend Instead, Just For Today",4-Star,MaxBond
1906,Chaldea Gaming Binge - Let's Play with Ms. Artoria,4-Star,Event
1907,Artorian Mount Liang,4-Star,Event
1908,Phantasma: Mordred Photobook,4-Star,Event
1909,Tell Me! The Secrets of Health!,4-Star,Event
1910,Ecchan anko Photobook,4-Star,Event
1911,Once More at Salisbury,4-Star,MaxBond
1912,A Trophy Awarded to You,4-Star,MaxBond
1913,Recruiting for UDK Members,4-Star,MaxBond
1914,"""Gentle Rain in the Murky Forest""",4-Star,MaxBond
1915,Chaldea Gaming Binge,4-Star,Event
1916,Heartbeat Iron Clubs,4-Star,Event
1917,Super Doctor,4-Star,Event
1918,Kense Setsu Bish?nen Roku,4-Star,Event
1919,EVER DARK -Evernight Battlefront-,4-Star,Event
1920,Faerie Kingdom's Summer Vacation,4-Star,Event
1921,Southern Island's Festival,4-Star,Event
1922,President Ocean,5-Star,Misc
1923,Ref-rain,5-Star,Limited
1924,Smile Knight,4-Star,Limited
1925,Still in the Middle of the Trip,3-Star,Limited
1926,The Method to Walk on the Stars,5-Star,Event
1927,Wandjina-met,4-Star,MaxBond
1928,Samurai Remnant,4-Star,Event
1929,Bibliophilia,5-Star,Limited
1930,Day and Night,4-Star,Limited
1931,Your Adventure,3-Star,Limited
1932,Afterimage of a Sand Table,5-Star,Event
1933,Wax Tablet and Stylus,4-Star,MaxBond
1934,"Ready, Aim, Fire",4-Star,MaxBond
1935,Red Thread of Guidance,4-Star,MaxBond
1936,The Blank Man,4-Star,Non-Limited
1937,Natural Predator,4-Star,Non-Limited
1938,Foggy Scene,4-Star,Non-Limited
1939,Evocation Festival/Six,4-Star,Event
1940,Seaway Meteor Shower,5-Star,Event
1941,Northern Willow,4-Star,Limited
1942,Still a Long Way Until Mt. Fuji,3-Star,Limited
1943,How to Life,5-Star,Event
1944,Craft Essence EXP Card: Nice Gai,4-Star,Event
1945,Craft Essence EXP Card: Leave it to Saika,3-Star,Event
1946,Pride of Takeda,4-Star,MaxBond
1947,A Man's Will,4-Star,MaxBond
1948,The Soul Passed Down,4-Star,MaxBond
1949,From NFF with Love,5-Star,Misc
1950,Biten Becoming One with the Tachi,4-Star,MaxBond
1951,Octo Nautica,5-Star,Limited
1952,Comme un Sablier,4-Star,Limited
1953,A Very Precious Gift,3-Star,Limited
1954,Holy Blue,5-Star,Event
1955,Holy Run of 2023,4-Star,MaxBond
1956,Satellite Station 23-24,4-Star,Event
1957,Burning Prairie of Scarlet Fur,4-Star,Misc
1958,Goddesses' Fortune Slip,5-Star,Limited
1959,Crane Beginning to Blossom,4-Star,Limited
1960,Towards the Pacific Belt,3-Star,Limited
1961,Dragon Dance,4-Star,Event
1962,Craft Essence EXP Card: Osechi is Fine Too,4-Star,Event
1963,My Dearest Days,4-Star,MaxBond
1964,Faerie Kingdom's New Year Show,5-Star,Event
1965,Waxing Moon Ritual,4-Star,Event
1966,Woman of Niten Ichi-ry?,5-Star,Limited
1967,Met By Chance,4-Star,Limited
1968,Well-Matched,3-Star,Limited
1969,Dango Over Moon,5-Star,Limited
1970,Ox-King's Huge Divine Messenger,4-Star,MaxBond
1971,Hakut? Daish?,4-Star,MaxBond
1972,One Night at the Port,4-Star,MaxBond
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
