Servent_ID,Servant_Name,Rarity,Servent_Summon,Servent_Class,Servent_JPName,Servent_AKA,Servent_Cost,ATKLevel1,ATKMaxLevel,HPLevel1,HPMaxLevel,ATKLevel100,HPLevel100,ATKLevel120,HPLevel120,VoiceActor,Illustrator,Servent_Attribute,StarAbsorption,StarGeneration,NPChargeATK,NPChargeDEF,DeathRate,Servent_Alignments,ServentGender,ServentTraits,QuickHits,ArtsHits,BusterHits,ExtraHits,NPDamageType,NPRank,NPClassification,NPHit-Count
182,Ishtar (Rider),4-Star,Event-Obtain,Rider,イシュタル,"Inanna, Mistress of Heaven, Tohsaka Rin (遠坂凛, Tōsaka Rin?)",12,1600,9603,1710,10692,11627,12964,13652,15236,Ueda Kana,Morii Shizuki,Sky,200,9%,0.68%,3%,35%,Lawful Good,Female,"Divinity, Hominidae Servant, Humanoid, Immune to Pigify, Levitating Servant, Living Human, Pseudo-Servant, Riding, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",2,3,5,3,Quick,EX,Anti-Unit,4
183,Parvati,4-Star,Non-Limited,Lancer,パールヴァティー,"Par, Pārvatī, Matou Sakura (間桐桜, Matō Sakura?), Goddess Uma (烏摩妃, Umahi?), Loka Mata",12,1354,8127,2120,13253,9840,16069,11554,18886,Shitaya Noriko,Aotsuki Takao,Sky,90,11.80%,1.08%,4%,28%,Lawful Good,Female,"Costume-Owning, Divinity, Female, Hominidae Servant, Humanoid, Immune to Pigify, Living Human, Pseudo-Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,3,5,Quick,EX,Anti-Army,4
184,Tomoe Gozen,4-Star,Non-Limited,Archer,巴御前,Archer Inferno (アーチャー・インフェルノ?),12,1657,9946,1728,10804,12043,13100,14140,15396,Kanemoto Hisako,Shirabi,Earth,153,7.90%,0.87%,3%,31.50%,Neutral Balanced,Female,"Demonic, Genji, Hominidae Servant, Humanoid, Oni, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,2,5,Buster,B,Anti-Unit,1
185,Mochizuki Chiyome,4-Star,Non-Limited,Assassin,望月千代女,Assassin Paraíso (アサシン・パライソ?),12,1418,8510,1862,11637,10304,14110,12098,16583,Sakura Ayane,Hiroyama Hiroshi,Earth,99,25.50%,0.80%,4%,44%,Chaotic Evil,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,3,4,Arts,C,Anti-Unit,5
186,Hōzōin Inshun,3-Star,Non-Limited,Lancer,宝蔵院胤舜,"Houzouin Inshun, Lancer Purgatorio (ランサー・プルガトリオ?)",7,1261,6791,1799,9996,9191,13553,10794,15930,Namikawa Daisuke,MatsuRyuu,Man,90,12.20%,1.06%,4%,36%,Neutral Balanced,Male,"Hominidae Servant, Humanoid, Loved One, Male, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,2,4,Arts,C,Anti-Unit,－
187,Yagyū Munenori,4-Star,Story-locked,Saber,柳生但馬守宗矩,"Yagyuu Munenori, Ryūtan",12,1666,9999,1781,11135,12107,13501,14215,15868,Yamaji Kazuhiro,Furumi Showichi,Man,100,10.30%,0.81%,3%,35%,Lawful Balanced,Male,"Genji, Hominidae Servant, Humanoid, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,2,1,4,Arts,A,Anti-Unit Secret Technique,4
188,Katō Danzō,4-Star,Story-locked,Assassin,加藤段蔵,"Katou Danzou, Katou ""Black Kite"" Danzo, Flying Katou (飛び加藤, 𝘛𝘰𝘣𝘪 𝘒𝘢𝘵ō), Kite Katou",12,1489,8935,1768,11055,10818,13404,12702,15754,Akesaka Satomi,Soga Makoto,Earth,100,25.50%,0.71%,4%,44%,Neutral Balanced,Female,"Female, Hominidae Servant, Humanoid, Mechanical, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,2,5,Buster,C,Anti-Beast,3
189,Osakabehime,5-Star,Non-Limited,Assassin,刑部姫,Okki,16,1672,10824,2027,13822,11849,15143,13908,17796,Fukuen Misato,Moriyama Daisuke,Earth,102,24.60%,0.83%,4%,31.60%,Chaotic Balanced,Female,"Divinity, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,2,3,5,Quick,A+,Anti-Fortress (Self),－
190,Mecha Eli-chan,4-Star,Event-Obtain,Alter Ego,メカエリチャン,Magus Aegis Elizabeth Channel,12,1666,9997,1744,10901,12104,13217,14212,15534,Ookubo Rumi,Wada Arco,Man,97,9.70%,0.90%,4%,50%,Lawful Good,Female,"Humanoid, Immune to Pigify, Mechanical, Non-Hominidae Servant, Servant, Threat to Humanity, Weak to Enuma Elish",4,3,2,4,Buster,B,Anti-Army Individual,8
191,Mecha Eli-chan Mk.II,4-Star,Event-Obtain,Alter Ego,メカエリチャンⅡ号機,"Magus Aegis Elizabeth Channel II, MK.II",12,1666,9997,1744,10901,12104,13217,14212,15534,Ookubo Rumi,Wada Arco,Man,97,9.70%,0.90%,4%,50%,Lawful Good,Female,"Humanoid, Immune to Pigify, Mechanical, Non-Hominidae Servant, Servant, Threat to Humanity, Weak to Enuma Elish",4,3,2,4,Buster,B,Anti-Army Individual,8
192,Circe,4-Star,Non-Limited,Caster,キルケー,"Caster of Okeanos (オケアノスのキャスター?), Falcon Witch",12,1445,8671,1960,12250,10499,14853,12327,17456,Akaneya Himika,Hidari,Sky,51,10.80%,0.39%,3%,34.50%,Chaotic Balanced,Female,"Argo-Related, Hominidae Servant, Humanoid, Levitating Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,2,4,Buster,C,Anti-Unit,5
193,Nezha,4-Star,Non-Limited,Lancer,哪吒,"Nata, Nataku",12,1547,9284,1938,12112,11241,14686,13198,17260,Ogura Yui,Aotsuki Takao,Sky,91,12.20%,0.72%,4%,28%,Neutral Good,Female,"Humanoid, Levitating Servant, Mechanical, Non-Hominidae Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,4,Buster,A,Anti-Army,3
194,Queen of Sheba,4-Star,Story-locked,Caster,シバの女王,"Caster of Midrash (ミドラーシュのキャスター?), Bilqis, Makeda, Tituba",12,1438,8629,1940,12127,10448,14704,12267,17281,Satou Satomi,Katou Itsuwa,Man,51,10.80%,0.81%,3%,36%,Neutral Good,Female,"Hominidae Servant, Humanoid, King, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,4,5,Arts,B,Anti-Unit,5
195,Abigail Williams,5-Star,Limited,Foreigner,アビゲイル・ウィリアムズ,"The Key to the Gate, Sut-Typhon, Yog-Sothoth, All-in-One, One-in-All, Abby",16,1870,12100,2019,13770,13245,15086,15547,17730,Ōwada Hitomi,Kuroboshi Kouhaku,Earth,148,14.80%,0.25%,3%,7%,Chaotic Evil,Female,"Child Servant, Divinity, Enuma Elish Nullification, Existence Outside the Domain, Hominidae Servant, Humanoid, Servant, Threat to Humanity",4,6,4,5,Buster,EX,Anti-Unit,4
196,Ereshkigal,5-Star,Limited,Lancer,エレシュキガル,"The Goddess of the Netherworld, Tohsaka Rin (遠坂凛, Tōsaka Rin?)",16,1598,10343,2356,16065,11322,17600,13290,20684,Ueda Kana,Morii Shizuki,Earth,90,11.80%,0.54%,4%,28%,Chaotic Evil,Female,"Costume-Owning, Divinity, Female, Hominidae Servant, Humanoid, Immune to Pigify, King, Pseudo-Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",4,6,1,4,Buster,A,Anti-Mountain,5
197,Altera the San(ta),4-Star,Event-Obtain,Archer,アルテラ・ザ・サン〔タ〕,"Attila Santa, Etzel, Santera",12,1626,9759,1862,11637,11816,14110,13874,16583,Noto Mamiko,huke,Star,153,8.10%,0.59%,3%,27%,Chaotic Good,Female,"Divinity, Enuma Elish Nullification, Hominidae Servant, Humanoid, King, Riding, Servant, Seven Knights Servant",3,3,3,4,Quick,EX,Anti-World,10
198,Katsushika Hokusai,5-Star,Limited,Foreigner,葛飾北斎,"Katsushika Oui (葛飾 応為, Katsushika Ōi?, Daughter); Tokitarō, Toto-sama, Extraterrestrial Octopus, Darusen, The Old Man Mad About Art Manji (画狂老人卍, Gakyō Rōjin Manji?, Last renamed name), Cthulhu",16,1870,12100,1940,13230,13245,14494,15547,17034,Yukana,Kuroboshi Kouhaku,Man,153,15%,0.33%,3%,7%,Chaotic Balanced,Female,"Divinity, Existence Outside the Domain, Hominidae Servant, Humanoid, Servant, Threat to Humanity, Weak to Enuma Elish",4,6,4,4,Arts,A,Anti-Army,5
199,Semiramis,5-Star,Limited,Assassin,セミラミス,"Empress of Assyria (アッシリアの女帝, Asshiria no Jotei?)Assassin of Red",16,1747,11309,1945,13266,12379,14533,14531,17081,Shindou Kei,Konoe Ototsugu,Earth,102,24.70%,0.39%,4%,33%,Lawful Evil,Female,"Divinity, Hominidae Servant, Humanoid, King, Servant, Seven Knights Servant, Weak to Enuma Elish",4,4,4,5,Buster,EX,Anti-World,5
200,Asagami Fujino,4-Star,Limited,Archer,浅上藤乃,Fujinon,12,1716,10299,1764,11025,12470,13368,14641,15711,Noto Mamiko,Takeuchi Takashi,Man,148,7.90%,0.59%,3%,27%,Lawful Evil,Female,"Enuma Elish Nullification, Hominidae Servant, Humanoid, Living Human, Servant, Seven Knights Servant",3,3,3,5,Buster,EX,Anti-World,3
201,Anastasia,5-Star,Non-Limited,Caster,アナスタシア,"Anastasia Nikolaevna Romanova, Grand Duchess of Russia, Grand Duchess of the Beast Nation (獣国の皇女?)",16,1629,10546,2091,14259,11544,15621,13551,18359,Hara Yumi,sime,Man,49,10.80%,0.51%,3%,36%,Neutral Balanced,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,5,Arts,EX,Spiritual,4
202,Atalanta (Alter),4-Star,Non-Limited,Berserker,アタランテ〔オルタ〕,Nyalter,12,1634,9806,1701,10634,11873,12894,13941,15154,Hayami Saori,Konoe Ototsugu,Earth,9,5.10%,1.05%,5%,45.50%,Chaotic Evil,Female,"Animal Characteristics Servant, Argo-Related, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish, Wild Beast",3,2,3,5,Quick,A,Anti-Unit,5
203,Avicebron,3-Star,Non-Limited,Caster,アヴィケブロン,"Golem Master (ゴーレムマスター, Gōremu Masutā?)Solomon ibn Gabirol, Caster of Black",7,1184,6376,1796,9981,8629,13533,10135,15906,Miyamoto Mitsuru,Konoe Ototsugu,Man,50,10.70%,0.61%,3%,36%,Lawful Balanced,Male,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,2,4,5,Buster,A+,Anti-Army,3
204,Antonio Salieri,3-Star,Story-locked,Avenger,アントニオ・サリエリ,Man in Grey,7,1509,8125,1411,7840,10996,10630,12914,12494,Seki Toshihiko,PFALZ,Earth,30,6.10%,0.70%,5%,8%,Chaotic Evil,Male,"Hominidae Servant, Humanoid, Loved One, Servant, Weak to Enuma Elish",3,2,3,5,Arts,C,Anti-Army,3
205,Ivan the Terrible,5-Star,Limited,Rider,イヴァン雷帝,Ivan Vasilyevich; Ivan Grozny; Thunderous Emperor; Ivan IV; Ivan the Formidable; Ivan the Fearsome; Grand Prince of Moscow,16,1795,11619,1948,13284,12719,14553,14929,17104,Kuroda Takaya,danciao,Man,200,8.90%,0.62%,3%,40%,Lawful Evil,Male,"Animal Characteristics Servant, Giant, Hominidae Servant, Humanoid, King, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish, Wild Beast",4,3,2,4,Buster,A+,Anti-Unit,5
206,Achilles,5-Star,Non-Limited,Rider,アキレウス,"The Swift Hero (駿足の英雄, Shunsoku no Eiyū?)Rider of Red, Achilleus, Akhilles",16,1836,11883,1938,13219,13008,14482,15268,17020,Furukawa Makoto,Konoe Ototsugu,Earth,196,9.10%,0.57%,3%,40%,Lawful Balanced,Male,"Costume-Owning, Divinity, Greek Mythology Male, Hominidae Servant, Humanoid, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,2,4,Quick,A,Anti-Army,5
207,Chiron,4-Star,Non-Limited,Archer,ケイローン,"Great Sage of Centaurs (ケンタウロスの大賢者, Kentaurosu no Dai Kenja?)Archer of Black, Kheiron",12,1549,9294,1960,12250,11253,14853,13212,17456,Takeuchi Shunsuke,Konoe Ototsugu,Sky,148,8.1,0.68%,3%,31.50%,Lawful Good,Male,"Argo-Related, Divine Spirit, Divinity, Greek Mythology Male, Humanoid, Non-Hominidae Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,4,5,Arts,A,Anti-Unit,4
208,Sieg,4-Star,Event-Obtain,Caster,ジーク,"Homunculus, Detached and Kind Dragon, Evil Dragon Fafnir",12,1399,8394,1806,11288,10163,13686,11933,16085,Hanae Natsuki,Konoe Ototsugu,Man,50,10.80%,0.78%,3%,54%,Neutral Good,Male,"Dragon, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,3,4,Arts,EX,Anti-Unit (Self),3
209,Okita Sōji (Alter),5-Star,Limited,Alter Ego,沖田総司〔オルタ〕; 魔人神・沖田総司,"Majin Saber (魔人神セイバー?), Okita Souji (Alter), Majin - Okita Sōji, Devil Okita Sōji Alternative (魔人神・沖田総司オルタナティブ), 煉獄オルタ (Rengoku Alter?)",16,1926,12465,1862,12696,13645,13909,16016,16347,"Yūki Aoi, Nakamura Yuuichi",Takeuchi Takashi,Man,99,10.20%,0.77%,4%,35%,Neutral Balanced,"Artoria Face, Costume-Owning, Hominidae Servant, Humanoid, Loved One, Servant, Shinsengumi Servant, Weak to Enuma Elish",QQABB,3,3,5,Buster,A,Anti-World,7,None
210,Okada Izō,3-Star,Limited,Assassin,岡田以蔵,"Manslayer Izō (人斬り以蔵, Hitokiri Izō?), Okada Izou, Ghost of Tosa, Dā Oka",7,1277,6879,1592,8844,9310,11991,10934,14094,Yoshino Hiroyuki,lack,Man,97,25%,0.79%,4%,55%,Neutral Evil,Male,"Costume-Owning, Hominidae Servant, Humanoid, Male, Servant, Seven Knights Servant, Weak to Enuma Elish",4,2,1,5,Arts,-,Anti-Unit Mystic Sword,4
211,Sakamoto Ryōma,4-Star,Event-Obtain,Rider,坂本龍馬,"Oryō (お竜?), Hero of Reformation (維新の英雄, Ishin no Eiyū?), Sakamoto Ryouma",12,1425,8555,1900,11880,10358,14404,12162,16929,"Kase Yasuyuki, Horie Yui",pako,Man,203,9%,0.56%,3%,45%,Neutral Balanced,Male,"Divinity, Hominidae Servant, Humanoid, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,4,6,Arts,EX,Anti-Army,4
212,Napoléon,5-Star,Non-Limited,Archer,ナポレオン,"Man of Possibilities (可能性の男, Kanōsei no Otoko?)Napoléon Bonaparte (ナポレオン・ボナパルト), Napoléon I, Emperor of the French, King of Italy, Good Fellow of Everlasting Flame (消えぬ炎の快男児?)",16,1859,12033,1920,13097,13172,14348,15461,16863,Hino Satoshi,Ryota-H,Star,150,8%,0.59%,3%,45%,Neutral Good,Male,"Enuma Elish Nullification, Hominidae Servant, Humanoid, King, Loved One, Servant, Seven Knights Servant",3,3,1,5,Buster,A,Anti-Army,5
213,Sigurd,5-Star,Limited,Saber,シグルド,"Siegfried, King of Warriors",16,1926,12465,2049,13975,13645,15310,16016,17994,Tsuda Kenjirō,Miwa Shirō,Earth,97,10%,0.62%,3%,28%,Neutral Good,Male,"Costume-Owning, Divinity, Dragon, Hominidae Servant, Humanoid, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,2,5,Buster,A+,Anti-Fortress,7
214,Valkyrie,4-Star,Non-Limited,Lancer,ワルキューレ,"Daughters of the Great God (大神の娘たち?), ヴァルキリー, Walküre, Ortlinde, Hildr, Thrúd (Þrúðr)",12,1339,8037,2244,14025,9731,17005,11426,19986,"Tanaka Minami, Komatsu Mikako, Amamiya Sora",Takeuchi Takashi,Sky,87,12%,0.86%,4%,23%,Lawful Good,Female,"Divine Spirit, Divinity, Humanoid, Levitating Servant, Non-Hominidae Servant, Servant, Seven Knights Servant, Valkyrie (Trait), Weak to Enuma Elish",3,2,3,4,Quick,B,Anti-Army,7
215,Scáthach-Skaði,5-Star,Limited,Caster,スカサハ＝スカディ,"スカサハ＝スカジ, Scathach=Skadi, Scáthach (Caster), Skadi, Queen of Ice and Snow",16,1661,10753,2112,14406,11771,15782,13817,18549,Noto Mamiko,Koyama Hirokazu,Sky,49,10.80%,0.67%,3%,30%,Chaotic Good,Female,"Divine Spirit, Divinity, Humanoid, Immune to Pigify, King, Non-Hominidae Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,4,5,Arts,A+,"Anti-Army, War Declaration",－
216,Jeanne d'Arc (Archer),5-Star,Limited,Archer,ジャンヌ・ダルク,-,16,1626,10525,2309,15743,11521,17247,13523,20270,Sakamoto Maaya,Takeuchi Takashi,Man,153,8%,0.68%,3%,36%,Lawful Summer,Female,"Artoria Face, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,2,2,5,Arts,A+,Anti-Army,4
217,Ibaraki Dōji (Lancer),4-Star,Limited,Lancer,茨木童子,"Ibaraki-Douji (Lancer), Banana Oni",12,1522,9133,1976,12354,11058,14979,12984,17605,Touyama Nao,Hidari,Earth,90,11.70%,1.06%,4%,36%,Chaotic Evil,Female,"Child Servant, Demonic, Humanoid, Non-Hominidae Servant, Oni, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,2,4,5,Buster,B++,Anti-Barrier / Anti-Army,3
218,Ushiwakamaru (Assassin),4-Star,Limited,Assassin,牛若丸,Minamoto no Yoshitsune (源義経?),12,1576,9456,1692,10580,11449,12828,13443,15077,Hayami Saori,Sakamoto Mineji,Man,102,25.30%,0.54%,4%,38.50%,Neutral Summer,Female,"Fairy Tale Servant, Genji, Hominidae Servant, Humanoid, Loved One, Riding, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,4,3,6,Quick,B,Anti-Army,5
219,Jeanne d'Arc (Berserker Alter),4-Star,Event-Obtain,Berserker,ジャンヌ・ダルク〔オルタ〕,Summer Jalter,12,1716,10298,1587,9922,12469,12030,14640,14139,Sakamoto Maaya,Takeuchi Takashi,Man,9,5%,0.52%,5%,45.50%,Chaotic Summer,Female,"Artoria Face, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,4,3,5,Buster,A+,Anti-Army,5
220,BB (Summer),5-Star,Limited,Moon Cancer,ＢＢ,"BB (SSR), BB (Pele), BB-thotep, Nyarlathotep",16,1728,11182,2172,14812,12240,16227,14367,19071,Shitaya Noriko,Wada Arco,Earth,52,14.80%,0.61%,3%,0.50%,Chaotic Evil,Female,"Costume-Owning, Divine Spirit, Divinity, Existence Outside the Domain, Giant, Goddess Servant, Immune to Pigify, Mechanical, Non-Hominidae Servant, Servant, Summer Mode Servant, Super Large, Weak to Enuma Elish",4,3,5,4,Buster,EX,Anti-World,3
221,Queen Medb (Saber),4-Star,Limited,Saber,女王メイヴ,Medb (Saber),12,1336,8017,2177,13609,9707,16501,11397,19393,Sakura Ayane,Takayama Kisai,Earth,104,10%,0.72%,3%,31.50%,Chaotic Evil,Female,"Hominidae Servant, Humanoid, King, Riding, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,2,2,5,Arts,A+,Anti-Unit,6
222,Mysterious Heroine XX,4-Star,Limited,Foreigner,謎のヒロインＸＸ,"MHXX, Mysterious Heroine X (Foreigner)",12,1625,9751,1800,11250,11806,13640,13862,16031,Kawasumi Ayako,BUNBUN,Star,147,15%,0.64%,3%,10%,Lawful Good,Female,"Arthur, Artoria Face, Dragon, Enuma Elish Nullification, Existence Outside the Domain, Hominidae Servant, Humanoid, King, Loved One, Riding, Servant, Summer Mode Servant",4,3,4,4,Arts,EX,Anti-Unit,4
223,Diarmuid Ua Duibhne (Saber),4-Star,Non-Limited,Saber,ディルムッド・オディナ,-,12,1674,10048,1818,11362,12166,13776,14285,16191,Midorikawa Hikaru,Azusa,Earth,97,10.20%,0.73%,3%,31.50%,Lawful Balanced,Male,"Hominidae Servant, Humanoid, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,4,4,Quick,B,Anti-Unit,10
224,Sitonai,5-Star,Story-locked,Alter Ego,シトナイ,"Illyasviel von Einzbern, Freyja, Louhi",16,1803,11668,2048,13965,12772,15299,14992,17981,Kadowaki Mai,BLACK,Sky,102,10.20%,0.83%,4%,25%,Chaotic Good,Female,"Child Servant, Divinity, Fairy Tale Servant, Hominidae Servant, Humanoid, Illya, Immune to Pigify, Pseudo-Servant, Servant, Weak to Enuma Elish",4,2,3,5,Arts,EX,Spirit,6
225,Shuten Dōji (Caster),4-Star,Event-Obtain,Caster,酒呑童子,"Magifender Girl Oni Cure (護法少女・鬼救阿, Gohō Shōjo Onikyua?), Dharmapala Girl Oni Cure",12,1589,9538,1764,11025,11549,13368,13560,15711,"Yūki Aoi, Touyama Nao",Honjou Raita,Earth,50,11%,0.46%,3%,34.50%,Chaotic Evil,Female,"Demonic, Divinity, Dragon, Female, Humanoid, Non-Hominidae Servant, Oni, Servant, Seven Knights Servant, Shuten Dōji (Trait), Weak to Enuma Elish",4,4,2,5,Buster,C++,Anti-Unit,13
226,Xiang Yu,5-Star,Non-Limited,Berserker,項羽,"Kuaiji Zero, 西楚霸王, Xī Chǔ Bà Wáng, Kō U",16,1794,11613,2019,13770,12712,15086,14922,17730,Yamadera Kouichi,danciao,Man,9,5.10%,0.51%,5%,52%,Lawful Balanced,Male,"Giant, Hominidae Servant, Humanoid, Mechanical, Servant, Seven Knights Servant, Weak to Enuma Elish",6,4,3,5,Quick,C,Anti-Army,5
227,Lanling Wang,4-Star,Non-Limited,Saber,蘭陵王,"Prince of Lan Ling, Lan Ling Wang, Ran-ryō Ō, Gao Changgong (高長恭?)",12,1518,9112,2020,12625,11033,15308,12954,17991,Mori Nanako,hou,Man,98,10.20%,0.65%,3%,31.50%,Lawful Good,Male,"Costume-Owning, Hominidae Servant, Humanoid, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,2,5,Arts,C+,Anti-Army (Encampment),－
228,Qin Liangyu,4-Star,Non-Limited,Lancer,秦良玉,Shin Ryō-Gyoku,12,1382,8295,2142,13387,10043,16231,11792,19076,Shitaya Noriko,Shimadoriru,Man,91,12.10%,0.79%,4%,36%,Lawful Good,Female,"Hominidae Servant, Humanoid, Loved One, Servant, Seven Knights Servant, Weak to Enuma Elish",4,2,3,4,Arts,B,Anti-Personnel (Self),－
229,Shi Huang Di,5-Star,Limited,Ruler,始皇帝,"First Emperor, Qin Shi Huang (秦始皇?), Ying Zheng (嬴政?), Zheng, the King of Qin  (秦王政?), the Son of Heaven, Shikoutei",16,1541,9977,2321,15828,10921,17340,12819,20379,Fukuyama Jun,Toh Azuma,Man,100,10%,0.47%,3%,23.60%,Lawful Good,Unknown,"Hominidae Servant, Humanoid, Immune to Pigify, King, Servant, Weak to Enuma Elish",5,4,3,4,Arts,B+,Anti-Barrier,－
230,Consort Yu,4-Star,Story-locked,Assassin,虞美人,"Yu Mei-ren, Yu the Beauty, Akuta Hinako (芥ヒナコ?)Crimson Beauty Under the Moon (紅の月下美人?), Gubijin, Gucchan, Gussama",12,1328,7970,2142,13389,9650,16234,11330,19079,Ise Mariya,toi8,Earth,97,24.70%,0.75%,4%,31.60%,Lawful Evil,Female,"Consort Yu (Trait), Demonic, Humanoid, Immune to Pigify, Non-Hominidae Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",4,4,3,4,Buster,C+,Anti-Army,5
231,Red Hare,3-Star,Story-locked,Rider,赤兎馬,Sekitoba (セキトバ?),7,1194,6434,1886,10483,8708,14214,10227,16707,Midorikawa Hikaru,Midorikawa Miho,Earth,198,9%,0.57%,3%,40%,Neutral Balanced,Male,"Animal Characteristics Servant, Demonic Beast Servant, Humanoid, Loved One, Non-Hominidae Servant, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish, Wild Beast",4,3,1,5,Quick,A,Anti-UnitAnti-Army,4
232,Bradamante,5-Star,Non-Limited,Lancer,ブラダマンテ,"Bradamant, Paladin of the White Feather",16,1674,10833,2300,15682,11858,17180,13919,20191,Morinaga Chitose,saitom,Earth,88,12.10%,0.70%,4%,32%,Lawful Good,Female,"Hominidae Servant, Humanoid, Loved One, Servant, Seven Knights Servant, Weak to Enuma Elish",4,2,4,5,Quick,B,Anti-Army,5
233,Quetzalcoatl (Samba/Santa),4-Star,Event-Obtain,Ruler,ケツァル・コアトル〔サンバ／サンタ〕,-,12,1614,9687,1809,11306,11729,13708,13771,16111,"Endou Aya, Itō Miki",Hiroe Rei,Sky,104,10%,0.71%,3%,21%,Lawful Good,Female,"Costume-Owning, Divine Spirit, Divinity, Hominidae Servant, Humanoid, Immune to Pigify, King, Servant, Weak to Enuma Elish",4,3,4,5,Buster,A,Anti-Unit,4
234,Beni-Enma,5-Star,Limited,Saber,紅閻魔; 舌斬り雀の紅閻魔,"Tongue-Cut Sparrow Benienma, Crimson Vermillion Beni-Enma",16,1793,11607,2047,13960,12706,15294,14914,17974,Kuno Misaki,Harada Takehito,Earth,100,10.30%,0.56%,3%,24.50%,Lawful Good,Female,"Animal Characteristics Servant, Child Servant, Fairy Tale Servant, Humanoid, Levitating Servant, Non-Hominidae Servant, Oni, Servant, Seven Knights Servant, Weak to Enuma Elish",6,3,1,5,Arts,A,Anti-Unit,5
235,Li Shuwen,5-Star,Story-locked,Assassin,李書文,"Royal Guard Chief (衛士長, Ēshi-chō?); Massage Expert (按摩の達人, Anma no Tatsujin?), Old Li, Security Guard (警備員, Kēbiin?), Captain of the Guard (NA), Li Shuwen of No Second Strike",16,1772,11470,1843,12568,12556,13769,14738,16182,Yasui Kunihiko,Wada Arco,Man,97,25.30%,0.99%,4%,55%,Neutral Evil,Male,"Costume-Owning, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,2,1,5,Arts,-,Anti-Unit,1
236,Miyu Edelfelt,4-Star,Limited,Caster,美遊・エーデルフェルト; 朔月美遊,"Sakatsuki Miyu (朔月美遊?), Emiya Miyu (衛宮美遊?), Child of God (神稚児, Kami Chigo?)",12,1438,8629,1920,12005,10448,14556,12267,17108,"Nazuka Kaori, Kakazu Yumi",Hiroyama Hiroshi,Man,49,10.90%,0.81%,3%,36%,Lawful Good,Female,"Child Servant, Hominidae Servant, Humanoid, Living Human, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,3,4,Arts,EX,Anti-Unit ~ Anti-World,－
237,Murasaki Shikibu,5-Star,Limited,Caster,紫式部,"Fujiwara no Kaoruko (藤原香子?), Lady Murasaki",16,1757,11374,1882,12833,12451,14059,14614,16523,Kayano Ai,Honjou Raita,Man,51,10.70%,0.45%,3%,42%,Neutral Good,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,4,4,5,Arts,C,Poetry,6
238,Kingprotea,5-Star,Limited,Alter Ego,キングプロテア,"Alter Ego G, Tiamat",16,1983,12835,1956,13338,14050,14612,16492,17173,Han Megumi,Wada Arco,Earth,100,10.20%,0.56%,4%,45%,Lawful Good,Female,"Animal Characteristics Servant, Costume-Owning, Divinity, Giant, Humanoid, Immune to Pigify, Mechanical, Non-Hominidae Servant, Servant, Super Large, Weak to Enuma Elish",3,3,1,6,Buster,E,Anti-Unit,5
